"Population ages 70-74, female (% of female population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Population ages 70-74, male (% of male population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Population ages 75-79, female (% of female population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Population ages 75-79, male (% of male population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Population ages 80 and above, female (% of female population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Population ages 80 and above, male (% of male population)",/indicator/SM.EMI.TERT.ZS?view=chart
Prevalence of anemia among children (% of children under 5),/indicator/SM.EMI.TERT.ZS?view=chart
Prevalence of anemia among non-pregnant women (% of women ages 15-49),/indicator/SM.EMI.TERT.ZS?view=chart
Prevalence of anemia among women of reproductive age (% of women ages 15-49),/indicator/SM.EMI.TERT.ZS?view=chart
"Prevalence of severe wasting, weight for height (% of children under 5)",/indicator/SM.EMI.TERT.ZS?view=chart
"Prevalence of severe wasting, weight for height, female (% of children under 5)",/indicator/SM.EMI.TERT.ZS?view=chart
"Prevalence of severe wasting, weight for height, male (% of children under 5)",/indicator/SM.EMI.TERT.ZS?view=chart
Proportion of women subjected to physical and/or sexual violence in the last 12 months ( % of women age 15-49),/indicator/SM.EMI.TERT.ZS?view=chart
"Specialist surgical workforce (per 100,000 population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Specialist surgical workforce (per 100,000 population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Specialist surgical workforce (per 100,000 population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Specialist surgical workforce (per 100,000 population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Suicide mortality rate (per 100,000 population)",/indicator/SM.EMI.TERT.ZS?view=chart
"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",/indicator/SM.EMI.TERT.ZS?view=chart
Women who believe a husband is justified in beating his wife (any of five reasons) (%),/indicator/SM.EMI.TERT.ZS?view=chart
Women who believe a husband is justified in beating his wife when she argues with him (%),/indicator/SM.EMI.TERT.ZS?view=chart
Women who believe a husband is justified in beating his wife when she burns the food (%),/indicator/SM.EMI.TERT.ZS?view=chart
Women who believe a husband is justified in beating his wife when she goes out without telling him (%),/indicator/SM.EMI.TERT.ZS?view=chart
Women who believe a husband is justified in beating his wife when she neglects the children (%),/indicator/SM.EMI.TERT.ZS?view=chart
Women who believe a husband is justified in beating his wife when she refuses sex with him (%),/indicator/SM.EMI.TERT.ZS?view=chart
个人自付的医疗卫生支出（占个人医疗卫生支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
个人自付的医疗卫生支出（占总医疗卫生支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
五岁以下儿童死亡数,/indicator/SM.EMI.TERT.ZS?view=chart
人口增长（年度百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
人口，女性（占总人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
人口，总数,/indicator/SM.EMI.TERT.ZS?view=chart
人均医疗卫生支出（现价美元）,/indicator/SM.EMI.TERT.ZS?view=chart
低出生重量婴儿（占出生儿的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
儿童急性呼吸道感染治疗率（接受医疗救治的 5 岁以下儿童所占比例）,/indicator/SM.EMI.TERT.ZS?view=chart
公共医疗卫生支出（占 GDP 的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
公共医疗卫生支出（占医疗总支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
公共医疗卫生支出（占政府支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
内科医生（每千人）,/indicator/SM.EMI.TERT.ZS?view=chart
农村出生登记完整性（百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
农村改善的卫生设施（获得经改善卫生设施的农村人口所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
农村改善的水源（获得改善水源的农村人口所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
净移民,/indicator/SM.EMI.TERT.ZS?view=chart
出生时的预期寿命，女性（岁）,/indicator/SM.EMI.TERT.ZS?view=chart
出生时的预期寿命，总体（岁）,/indicator/SM.EMI.TERT.ZS?view=chart
出生时的预期寿命，男性（岁）,/indicator/SM.EMI.TERT.ZS?view=chart
出生登记完整性（百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
初婚年龄是18岁的妇女（占20-24岁妇女的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
医疗卫生总支出（占 GDP 的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
医院床位（每千人）,/indicator/SM.EMI.TERT.ZS?view=chart
国际移徙者（占人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
国际移徙者，总计,/indicator/SM.EMI.TERT.ZS?view=chart
在熟练医护人员护理下的分娩（占总数的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
城市出生登记完整性（百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
城市改善的卫生设施（获得经改善卫生设施的城市人口所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
城市改善的水源（获得改善水源的城市人口所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
外部卫生资源（占卫生总支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
女性作为户主的家庭（以女性作为户主的家庭比例）,/indicator/SM.EMI.TERT.ZS?view=chart
女性吸烟率（吸烟女性占所有成年人比例）,/indicator/SM.EMI.TERT.ZS?view=chart
婴儿死亡报告完整性（报告婴儿死亡数占估计婴儿死亡数的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
婴儿死亡数,/indicator/SM.EMI.TERT.ZS?view=chart
婴儿死亡率，女性（每1000名活产婴儿）,/indicator/SM.EMI.TERT.ZS?view=chart
婴儿死亡率，男性（每1000名活产婴儿）,/indicator/SM.EMI.TERT.ZS?view=chart
孕产妇死亡数,/indicator/SM.EMI.TERT.ZS?view=chart
孕产妇死亡比率（国家估算，每10万活产婴儿）,/indicator/SM.EMI.TERT.ZS?view=chart
孕产妇死亡率（模型估计值，每10万例活产中所占比例）,/indicator/SM.EMI.TERT.ZS?view=chart
孕产妇死亡的终生风险（百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
孕产妇死亡的终身风险 （各国比率有所差异）,/indicator/SM.EMI.TERT.ZS?view=chart
孕妇贫血患病率(%),/indicator/SM.EMI.TERT.ZS?view=chart
存活至65岁的女性（占同层人群比例）,/indicator/SM.EMI.TERT.ZS?view=chart
存活至65岁的男性（占同层人群比例）,/indicator/SM.EMI.TERT.ZS?view=chart
安全套使用率，15-24岁人口，女性（占 15-24 岁女性人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
安全套使用率，15-24岁人口，男性（占 15-24 岁男性人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
完全母乳喂养率（占 6 个月以下儿童的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
少儿抚比率（占工作年龄人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
总生育率(女性人均生育数）,/indicator/SM.EMI.TERT.ZS?view=chart
意愿生育率（每名妇女的生育次数）,/indicator/SM.EMI.TERT.ZS?view=chart
感染 HIV 的成年女性（占15 岁以上HIV感染者的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
抗逆转录病毒治疗覆盖率（艾滋病病毒感染者的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
抚养比（占劳动年龄人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
护士和助产士（每千人）,/indicator/SM.EMI.TERT.ZS?view=chart
按国家或避难地区划分的难民人口,/indicator/SM.EMI.TERT.ZS?view=chart
按来源国家或地区划分的难民人数,/indicator/SM.EMI.TERT.ZS?view=chart
按购买力平价 (PPP) 衡量的人均医疗卫生支出（2011年不变价国际元）,/indicator/SM.EMI.TERT.ZS?view=chart
接受产前护理的孕妇（百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
改善的水源（获得改善水源的人口所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
新生儿死亡数,/indicator/SM.EMI.TERT.ZS?view=chart
新生儿死亡率 （每千例活产儿）,/indicator/SM.EMI.TERT.ZS?view=chart
新生儿破伤风预防（%）,/indicator/SM.EMI.TERT.ZS?view=chart
服用治疗疟疾药物的发烧儿童（占 5 岁以下发烧儿童的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
未能满足的避孕需求 （占15-49岁已婚妇女数量的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡总数报告完整性（报告死亡总数占预计死亡总数的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡率，5岁以下，女性（每千人活产婴儿）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡率，5岁以下，男性（每千人）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡率，五岁以下儿童（每千例活产儿）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡率，婴幼儿（每千例活产儿）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡率，成年人，女性（每千名成年女性）,/indicator/SM.EMI.TERT.ZS?view=chart
死亡率，成年人，男性（每千名男性）,/indicator/SM.EMI.TERT.ZS?view=chart
消瘦发生率（5岁以下儿童所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
消瘦患病率，女性（占5岁以下儿童中百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
消瘦患病率，男性（占5岁以下儿童中百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
男性吸烟率（吸烟男性占所有成年人比例）,/indicator/SM.EMI.TERT.ZS?view=chart
痢疾治疗（5 岁以下儿童中接受口服补液盐治疗并继续服用的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
"社区卫生服务人员（每 1,000 人）",/indicator/SM.EMI.TERT.ZS?view=chart
私营医疗卫生支出（占 GDP 的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
粗出生率（每千人）,/indicator/SM.EMI.TERT.ZS?view=chart
粗死亡率（每千人）,/indicator/SM.EMI.TERT.ZS?view=chart
经杀虫剂处理的蚊帐使用率（占5岁以下人口数量的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
经过改善的卫生设施（获得经过改善的设施的人口所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
结核患病率（每十万人）,/indicator/SM.EMI.TERT.ZS?view=chart
维生素A补充剂覆盖率（占6-59个月儿童数量比例）,/indicator/SM.EMI.TERT.ZS?view=chart
老年抚养比（占工作年龄人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
肺结核治疗成功率（占登记病例比例）,/indicator/SM.EMI.TERT.ZS?view=chart
肺结核病例检出率（百分比，所有形式）,/indicator/SM.EMI.TERT.ZS?view=chart
艾滋病病毒感染儿童（0至14岁）,/indicator/SM.EMI.TERT.ZS?view=chart
艾滋病病毒感染率，女性（15-24岁的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
艾滋病病毒感染率，总数（占15-49岁人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
艾滋病病毒感染率，男性（占15-24岁的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良发生率，年龄体重（占5岁以下儿童的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良患病率，基于年龄相应的体重，女性（占5岁以下儿童百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良患病率，基于年龄相应的体重，男性（占5岁以下儿童百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良患病率，基于年龄相应的身高，女性（占5岁以下儿童百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良患病率，基于年龄相应的身高，男性（占5岁以下儿童百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良的发生率（占人口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
营养不良的发生率，年龄身高（占5岁以下儿童的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
超重率，女性（占5岁以下儿童中百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
超重率，男性（占5岁以下儿童中百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
超重的发生率（占5岁以下儿童的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
避孕普及率（占 15–49 岁女性的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
青少年母亲（占15-19岁年龄段内曾生育子女或正处于怀孕阶段的女性比例）,/indicator/SM.EMI.TERT.ZS?view=chart
青春期生育率（每千名 15-19 岁女性生育数）,/indicator/SM.EMI.TERT.ZS?view=chart
食用加碘盐（占住户的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
高等教育人口的移民率（占高等教育人口的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
麻疹免疫接种率（占 12 - 23 个月年龄组的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
Arms exports (SIPRI trend indicator values),/indicator/SM.EMI.TERT.ZS?view=chart
Arms imports (SIPRI trend indicator values),/indicator/SM.EMI.TERT.ZS?view=chart
"Internally displaced persons, new displacement associated with conflict and violence (number of cases)",/indicator/SM.EMI.TERT.ZS?view=chart
"Internally displaced persons, new displacement associated with disasters (number of cases)",/indicator/SM.EMI.TERT.ZS?view=chart
"Internally displaced persons, total displaced by conflict and violence (number of people)",/indicator/SM.EMI.TERT.ZS?view=chart
Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Law mandates paid or unpaid maternity leave (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Law prohibits or invalidates child or early marriage (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Legislation exists on domestic violence (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Methodology assessment of statistical capacity (scale 0 - 100),/indicator/SM.EMI.TERT.ZS?view=chart
Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Net acquisition of financial assets (% of GDP),/indicator/SM.EMI.TERT.ZS?view=chart
Net acquisition of financial assets (current LCU),/indicator/SM.EMI.TERT.ZS?view=chart
"Net incurrence of liabilities, total (% of GDP)",/indicator/SM.EMI.TERT.ZS?view=chart
"Net incurrence of liabilities, total (current LCU)",/indicator/SM.EMI.TERT.ZS?view=chart
Net investment in nonfinancial assets (% of GDP),/indicator/SM.EMI.TERT.ZS?view=chart
Net investment in nonfinancial assets (current LCU),/indicator/SM.EMI.TERT.ZS?view=chart
Net lending (+) / net borrowing (-) (% of GDP),/indicator/SM.EMI.TERT.ZS?view=chart
Net lending (+) / net borrowing (-) (current LCU),/indicator/SM.EMI.TERT.ZS?view=chart
Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),/indicator/SM.EMI.TERT.ZS?view=chart
Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),/indicator/SM.EMI.TERT.ZS?view=chart
Source data assessment of statistical capacity (scale 0 - 100),/indicator/SM.EMI.TERT.ZS?view=chart
中央政府债务，总额（占 GDP 的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
中央政府债务，总额（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
公共征信系统覆盖（成年人所占百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
关税及其他进口税（占税收收入的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
关税及其他进口税（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
其他支出（占支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
其他支出（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
其他税收（占财政收入的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
其他税收（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
军费支出（占GDP的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
军费支出（占中央政府支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
军费支出（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
出口产品税收（占总税收比例）,/indicator/SM.EMI.TERT.ZS?view=chart
出口产品税收（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
利息支付（占收入的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
利息支付（占费用的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
利息支付（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
因战死亡（人数）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 人力资源建设评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 企业监管环境评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 债务政策评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 公共管理质量评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 公共资源使用公平性评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 公共部门管理和机构集群平均值（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 公共部门透明度、问责性和腐败评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 宏观经济管理评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 性别平等评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 环境可持续性政策和制度评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 社会保障评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 社会包容性/公平政策集群平均值（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 经济管理集群均值（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 结构政策集群平均值 （1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 财产权和基于规则的治理评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 财政政策评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 贸易评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 金融部门评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA) 预算和金融管理质量评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家政策和制度评估 (CPIA)收入动员效率评级（1=低至 6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国家议会中妇女席位的比例（%）,/indicator/SM.EMI.TERT.ZS?view=chart
国际开发协会（IDA ）资源分配指数（1=低，6=高）,/indicator/SM.EMI.TERT.ZS?view=chart
国际谋杀犯罪率（每10万人）,/indicator/SM.EMI.TERT.ZS?view=chart
国际贸易税占总税收比例,/indicator/SM.EMI.TERT.ZS?view=chart
国际贸易税（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
总税率（占商业利润的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
所得税、利润税和资本收益税（占总税收比例）,/indicator/SM.EMI.TERT.ZS?view=chart
所得税、利润税和资本收益税（占总税收比例）,/indicator/SM.EMI.TERT.ZS?view=chart
所得税、利润税和资本收益税（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
支出（占 GDP 的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
支出（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
收入，不包括捐赠（占GDP的比例）,/indicator/SM.EMI.TERT.ZS?view=chart
收入，不包括捐赠（按当值本国货币单位计）,/indicator/SM.EMI.TERT.ZS?view=chart
武装部队人员（占劳动力总数的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
武装部队人员，总数,/indicator/SM.EMI.TERT.ZS?view=chart
法律权利力度指数（0=弱，12=强）,/indicator/SM.EMI.TERT.ZS?view=chart
社会缴款（占收入比例）,/indicator/SM.EMI.TERT.ZS?view=chart
社会缴款（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
税收（占国民生产总值（GDP）比例）,/indicator/SM.EMI.TERT.ZS?view=chart
税收（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
筹纳税所需时间（小时）,/indicator/SM.EMI.TERT.ZS?view=chart
纳税项（数量）,/indicator/SM.EMI.TERT.ZS?view=chart
统计能力整体水平（标度为0 - 100）,/indicator/SM.EMI.TERT.ZS?view=chart
维和人员的存在（军队、警察以及经授权的军事观察员的数量）,/indicator/SM.EMI.TERT.ZS?view=chart
补贴和其它拨款占支出比例,/indicator/SM.EMI.TERT.ZS?view=chart
补贴和其它拨款（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
货物和服务支出（占支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
货物和服务支出（现价本币）,/indicator/SM.EMI.TERT.ZS?view=chart
货物和服务税收（占工业和服务业增加值比例）,/indicator/SM.EMI.TERT.ZS?view=chart
货物和服务税收（占总税收比例）,/indicator/SM.EMI.TERT.ZS?view=chart
货物和服务税收（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
赠款和其他收入（占收入的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
赠款和其他收入（现价本币单位）,/indicator/SM.EMI.TERT.ZS?view=chart
雇员报酬（占支出的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
雇员报酬（现值本币）,/indicator/SM.EMI.TERT.ZS?view=chart
"Access to electricity, rural (% of rural population)",/indicator/SM.EMI.TERT.ZS?view=chart
Rural land area (sq. km),/indicator/SM.EMI.TERT.ZS?view=chart
Rural land area where elevation is below 5 meters (% of total land area),/indicator/SM.EMI.TERT.ZS?view=chart
Rural land area where elevation is below 5 meters (sq. km),/indicator/SM.EMI.TERT.ZS?view=chart
Rural population living in areas where elevation is below 5 meters (% of total population),/indicator/SM.EMI.TERT.ZS?view=chart
作物生产指数（2004 年-2006 年= 100）,/indicator/SM.EMI.TERT.ZS?view=chart
农业一氧化二氮排放量（千公吨二氧化碳当量）,/indicator/SM.EMI.TERT.ZS?view=chart
农业一氧化二氮排放（占总量的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
农业原材料出口（占商品出口的百分比）,/indicator/SM.EMI.TERT.ZS?view=chart
